id,setId,number,name,set_code,set_name,rarity,color,type,slug,hp,stage,prew_stage_name,attack,ability,text,weakness,retreat,rule
A2b-027,A2b,27,Pawmo,A2b,Shining Revelry,Uncommon,Lightning,Pokemon,a2b-27-pawmo,90,Stage 1,Pawmi,,[],"When its group is attacked, Pawmo is the first<br />to leap into battle, defeating enemies with a<br />fighting technique that utilizes electric shocks.",Fighting,1,
A2b-028,A2b,28,Pawmot,A2b,Shining Revelry,Rare,Lightning,Pokemon,a2b-28-pawmot,140,Stage 2,Pawmo,,"[{""info"": ""Counterattack"", ""effect"": ""If this Pok\u00e9mon is in the Active Spot and is damaged by an attack from your opponent\u2019s Pok\u00e9mon, do 20 damage to the Attacking Pok\u00e9mon.""}]","This Pokémon normally is slow to react, but once<br />it enters battle, it will strike down its enemies<br />with lightning-fast movements.",Fighting,0,
A2b-029,A2b,29,Abra,A2b,Shining Revelry,Common,Psychic,Pokemon,a2b-29-abra,60,Basic,,,[],This Pokémon uses its psychic powers while it<br />sleeps. The contents of Abra’s dreams affect the<br />powers that the Pokémon wields.,Darkness,1,
A2b-030,A2b,30,Kadabra,A2b,Shining Revelry,Uncommon,Psychic,Pokemon,a2b-30-kadabra,80,Stage 1,Abra,,[],"Using its psychic power, Kadabra levitates as it<br />sleeps. It uses its springy tail as a pillow.",Darkness,1,
A2b-031,A2b,31,Alakazam,A2b,Shining Revelry,Rare,Psychic,Pokemon,a2b-31-alakazam,130,Stage 2,Kadabra,,[],"It has an incredibly high level of intelligence.<br />Some say that Alakazam remembers everything<br />that ever happens to it, from birth till death.",Darkness,1,
A2b-032,A2b,32,Mr. Mime,A2b,Shining Revelry,Common,Psychic,Pokemon,a2b-32-mr-mime,90,Basic,,,[],The broadness of its hands may be no<br />coincidence—many scientists believe its palms<br />became enlarged specifically for pantomiming.,Darkness,1,
A2b-033,A2b,33,Drifloon,A2b,Shining Revelry,Common,Psychic,Pokemon,a2b-33-drifloon,60,Basic,,,[],It is whispered that any child who mistakes<br />Drifloon for a balloon and holds on to it could<br />wind up missing.,Darkness,1,
A2b-034,A2b,34,Drifblim,A2b,Shining Revelry,Uncommon,Psychic,Pokemon,a2b-34-drifblim,90,Stage 1,Drifloon,,[],It can generate and release gas within its body.<br />That’s how it can control the altitude of its drift.,Darkness,0,
A2b-035,A2b,35,Giratina ex,A2b,Shining Revelry,Double Rare,Psychic,Pokemon,a2b-35-giratina-ex,150,Basic,,,"[{""info"": ""Broken-Space Bellow"", ""effect"": ""Once during your turn, you may take a <span class=\""energy-text energy-text--type-psychic\""></span> Energy from your Energy Zone and attach it to this Pok\u00e9mon. If you use this Ability, your turn ends.""}]",,Darkness,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-036,A2b,36,Gimmighoul,A2b,Shining Revelry,Common,Psychic,Pokemon,a2b-36-gimmighoul,60,Basic,,,[],"This Pokémon was born inside a treasure chest<br />about 1,500 years ago. It sucks the life-force<br />out of scoundrels who try to steal the treasure.",Darkness,1,
A2b-037,A2b,37,Machop,A2b,Shining Revelry,Common,Fighting,Pokemon,a2b-37-machop,60,Basic,,,[],"Its whole body is composed of muscles.<br />Even though it’s the size of a human child, it can<br />hurl 100 grown-ups.",Psychic,1,
A2b-038,A2b,38,Machoke,A2b,Shining Revelry,Common,Fighting,Pokemon,a2b-38-machoke,100,Stage 1,Machop,,[],"Its muscular body is so powerful, it must wear a<br />power-save belt to be able to regulate<br />its motions.",Psychic,2,
A2b-039,A2b,39,Machamp,A2b,Shining Revelry,Rare,Fighting,Pokemon,a2b-39-machamp,150,Stage 2,Machoke,,[],It quickly swings its four arms to rock its<br />opponents with ceaseless punches and chops<br />from all angles.,Psychic,2,
A2b-040,A2b,40,Hitmonlee,A2b,Shining Revelry,Common,Fighting,Pokemon,a2b-40-hitmonlee,80,Basic,,,[],This amazing Pokémon has an awesome sense of<br />balance. It can kick in succession from any position.,Psychic,1,
A2b-041,A2b,41,Hitmonchan,A2b,Shining Revelry,Common,Fighting,Pokemon,a2b-41-hitmonchan,90,Basic,,,[],"Its punches slice the air. They are launched at<br />such high speed, even a slight graze could cause<br />a burn.",Psychic,1,
A2b-042,A2b,42,Riolu,A2b,Shining Revelry,Common,Fighting,Pokemon,a2b-42-riolu,70,Basic,,,[],They communicate with one another using their<br />auras. They are able to run all through the night.,Psychic,1,
A2b-043,A2b,43,Lucario ex,A2b,Shining Revelry,Double Rare,Fighting,Pokemon,a2b-43-lucario-ex,150,Stage 1,Riolu,,[],,Psychic,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-044,A2b,44,Flamigo,A2b,Shining Revelry,Uncommon,Fighting,Pokemon,a2b-44-flamigo,80,Basic,,,[],This Pokémon apparently ties the base of its neck<br />into a knot so that energy stored in its belly does<br />not escape from its beak.,Psychic,1,
A2b-045,A2b,45,Ekans,A2b,Shining Revelry,Common,Darkness,Pokemon,a2b-45-ekans,70,Basic,,,[],"By dislocating its jaw, it can swallow prey larger<br />than itself. After a meal, it curls up and rests.",Fighting,1,
A2b-046,A2b,46,Arbok,A2b,Shining Revelry,Uncommon,Darkness,Pokemon,a2b-46-arbok,110,Stage 1,Ekans,,[],"After stunning its opponents with the pattern<br />on its stomach, it quickly wraps them up in its<br />body and waits for them to stop moving.",Fighting,2,
A2b-047,A2b,47,Paldean Wooper,A2b,Shining Revelry,Common,Darkness,Pokemon,a2b-47-paldean-wooper,50,Basic,,,[],"After losing a territorial struggle, Wooper began<br />living on land. The Pokémon changed over time,<br />developing a poisonous film to protect its body.",Fighting,1,
A2b-048,A2b,48,Paldean Clodsire ex,A2b,Shining Revelry,Double Rare,Darkness,Pokemon,a2b-48-paldean-clodsire-ex,160,Stage 1,Paldean Wooper,,[],,Fighting,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-049,A2b,49,Spiritomb,A2b,Shining Revelry,Uncommon,Darkness,Pokemon,a2b-49-spiritomb,80,Basic,,,[],Its constant mischief and misdeeds resulted<br />in it being bound to an Odd Keystone by a<br />mysterious spell.,Grass,1,
A2b-050,A2b,50,Shroodle,A2b,Shining Revelry,Common,Darkness,Pokemon,a2b-50-shroodle,60,Basic,,,[],"Though usually a mellow Pokémon, it will sink its<br />sharp, poison-soaked front teeth into any that<br />anger it, causing paralysis in the object of its ire.",Fighting,1,
A2b-051,A2b,51,Grafaiai,A2b,Shining Revelry,Rare,Darkness,Pokemon,a2b-51-grafaiai,90,Stage 1,Shroodle,,"[{""info"": ""Poison Coating"", ""effect"": ""Once during your turn, you may flip a coin. If heads, your opponent\u2019s Active Pok\u00e9mon is now Poisoned.""}]",The color of the poisonous saliva depends on<br />what the Pokémon eats. Grafaiai covers its fingers<br />in its saliva and draws patterns on trees in forests.,Fighting,1,
A2b-052,A2b,52,Tinkatink,A2b,Shining Revelry,Common,Metal,Pokemon,a2b-52-tinkatink,60,Basic,,,[],"It swings its handmade hammer around to protect<br />itself, but the hammer is often stolen by Pokémon<br />that eat metal.",Fire,1,
A2b-053,A2b,53,Tinkatuff,A2b,Shining Revelry,Uncommon,Metal,Pokemon,a2b-53-tinkatuff,90,Stage 1,Tinkatink,,[],"This Pokémon will attack groups of Pawniard and<br />Bisharp, gathering metal from them in order to<br />create a large and sturdy hammer.",Fire,2,
A2b-054,A2b,54,Tinkaton ex,A2b,Shining Revelry,Double Rare,Metal,Pokemon,a2b-54-tinkaton-ex,170,Stage 2,Tinkatuff,,[],,Fire,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-055,A2b,55,Varoom,A2b,Shining Revelry,Common,Metal,Pokemon,a2b-55-varoom,70,Basic,,,[],It is said that this Pokémon was born when an<br />unknown poison Pokémon entered and inspirited<br />an engine left at a scrap-processing factory.,Fire,1,
A2b-056,A2b,56,Revavroom,A2b,Shining Revelry,Uncommon,Metal,Pokemon,a2b-56-revavroom,110,Stage 1,Varoom,,[],It creates a gas out of poison and minerals from<br />rocks. It then detonates the gas in its cylinders—<br />now numbering eight—to generate energy.,Fire,2,
A2b-057,A2b,57,Gholdengo,A2b,Shining Revelry,Rare,Metal,Pokemon,a2b-57-gholdengo,120,Stage 1,Gimmighoul,,[],"Its body seems to be made up of 1,000 coins.<br />This Pokémon gets along well with others and is<br />quick to make friends with anybody.",Fire,2,
A2b-058,A2b,58,Rattata,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-58-rattata,50,Basic,,,[],"Its incisors grow continuously throughout its life.<br />If its incisors get too long, this Pokémon<br />becomes unable to eat, and it starves to death.",Fighting,1,
A2b-059,A2b,59,Raticate,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-59-raticate,90,Stage 1,Rattata,,[],People say that it fled from its enemies by<br />using its small webbed hind feet to swim<br />from island to island in Alola.,Fighting,1,
A2b-060,A2b,60,Jigglypuff,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-60-jigglypuff,60,Basic,,,[],"It hugely inflates its stomach and sings a<br />mysterious melody. If you hear this melody,<br />you’ll become sleepy right away.",Fighting,1,
A2b-061,A2b,61,Wigglytuff,A2b,Shining Revelry,Rare,Colorless,Pokemon,a2b-61-wigglytuff,100,Stage 1,Jigglypuff,,"[{""info"": ""Comforting Song"", ""effect"": ""Once during your turn, you may heal 20 damage from your Active Pok\u00e9mon.""}]","It has a very fine fur. Take care not to make it<br />angry, or it may inflate steadily and hit with a<br />body slam.",Fighting,2,
A2b-062,A2b,62,Lickitung,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-62-lickitung,80,Basic,,,[],"If this Pokémon’s sticky saliva gets on you and<br />you don’t clean it off, an intense itch will set in.<br />The itch won’t go away, either.",Fighting,2,
A2b-063,A2b,63,Lickilicky,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-63-lickilicky,130,Stage 1,Lickitung,,[],Lickilicky’s strange tongue can stretch to many<br />times the length of its body. No one has figured<br />out how Lickilicky’s tongue can stretch so far.,Fighting,3,
A2b-064,A2b,64,Bidoof,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-64-bidoof,70,Basic,,,[],"With nerves of steel, nothing can perturb it. It is<br />more agile and active than it appears.",Fighting,2,
A2b-065,A2b,65,Bibarel ex,A2b,Shining Revelry,Double Rare,Colorless,Pokemon,a2b-65-bibarel-ex,160,Stage 1,Bidoof,,[],,Fighting,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-066,A2b,66,Buneary,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-66-buneary,50,Basic,,,[],"If both of Buneary’s ears are rolled up, something<br />is wrong with its body or mind. It’s a sure sign the<br />Pokémon is in need of care.",Fighting,1,
A2b-067,A2b,67,Lopunny,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-67-lopunny,100,Stage 1,Buneary,,[],"Lopunny is constantly monitoring its surroundings.<br />If danger approaches, this Pokémon responds<br />with superdestructive kicks.",Fighting,1,
A2b-068,A2b,68,Cyclizar,A2b,Shining Revelry,Uncommon,Colorless,Pokemon,a2b-68-cyclizar,80,Basic,,,[],"Apparently Cyclizar has been allowing people to<br />ride on its back since ancient times. Depictions of<br />this have been found in 10,000-year-old murals.",Fighting,1,
A2b-069,A2b,69,Iono,A2b,Shining Revelry,Uncommon,,,a2b-69-iono,,,,,,,,,You may play only 1 Supporter card during your turn.
A2b-070,A2b,70,Pokémon Center Lady,A2b,Shining Revelry,Uncommon,,,a2b-70-pokemon-center-lady,,,,,,,,,You may play only 1 Supporter card during your turn.
A2b-071,A2b,71,Red,A2b,Shining Revelry,Uncommon,,,a2b-71-red,,,,,,,,,You may play only 1 Supporter card during your turn.
A2b-072,A2b,72,Team Rocket Grunt,A2b,Shining Revelry,Uncommon,,,a2b-72-team-rocket-grunt,,,,,,,,,You may play only 1 Supporter card during your turn.
A2b-073,A2b,73,Meowscarada,A2b,Shining Revelry,Art Rare,Grass,Pokemon,a2b-73-meowscarada,140,Stage 2,Floragato,,[],"This Pokémon uses the reflective fur lining its<br />cape to camouflage the stem of its flower,<br />creating the illusion that the flower is floating.",Fire,1,
A2b-074,A2b,74,Buizel,A2b,Shining Revelry,Art Rare,Water,Pokemon,a2b-74-buizel,70,Basic,,,[],"It inflates its flotation sac, keeping its face above<br />water in order to watch for prey movement.",Lightning,1,
A2b-075,A2b,75,Tatsugiri,A2b,Shining Revelry,Art Rare,Water,Pokemon,a2b-75-tatsugiri,70,Basic,,,"[{""info"": ""Retreat Directive"", ""effect"": ""Your Active <a class=\""localized-string__link\"" href=\""/pokemon/dondozo/\"">Dondozo</a> has no Retreat Cost.""}]",This is a small dragon Pokémon. It lives inside the<br />mouth of Dondozo to protect itself from enemies<br />on the outside.,Lightning,1,
A2b-076,A2b,76,Grafaiai,A2b,Shining Revelry,Art Rare,Darkness,Pokemon,a2b-76-grafaiai,90,Stage 1,Shroodle,,"[{""info"": ""Poison Coating"", ""effect"": ""Once during your turn, you may flip a coin. If heads, your opponent\u2019s Active Pok\u00e9mon is now Poisoned.""}]",The color of the poisonous saliva depends on<br />what the Pokémon eats. Grafaiai covers its fingers<br />in its saliva and draws patterns on trees in forests.,Fighting,1,
A2b-077,A2b,77,Gholdengo,A2b,Shining Revelry,Art Rare,Metal,Pokemon,a2b-77-gholdengo,120,Stage 1,Gimmighoul,,[],"Its body seems to be made up of 1,000 coins.<br />This Pokémon gets along well with others and is<br />quick to make friends with anybody.",Fire,2,
A2b-078,A2b,78,Wigglytuff,A2b,Shining Revelry,Art Rare,Colorless,Pokemon,a2b-78-wigglytuff,100,Stage 1,Jigglypuff,,"[{""info"": ""Comforting Song"", ""effect"": ""Once during your turn, you may heal 20 damage from your Active Pok\u00e9mon.""}]","It has a very fine fur. Take care not to make it<br />angry, or it may inflate steadily and hit with a<br />body slam.",Fighting,2,
A2b-079,A2b,79,Beedrill ex,A2b,Shining Revelry,Super Rare,Grass,Pokemon,a2b-79-beedrill-ex,170,Stage 2,Kakuna,,[],,Fire,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-080,A2b,80,Charizard ex,A2b,Shining Revelry,Super Rare,Fire,Pokemon,a2b-80-charizard-ex,180,Stage 2,Charmeleon,,[],,Water,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-081,A2b,81,Wugtrio ex,A2b,Shining Revelry,Super Rare,Water,Pokemon,a2b-81-wugtrio-ex,140,Stage 1,Wiglett,,[],,Lightning,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-082,A2b,82,Pikachu ex,A2b,Shining Revelry,Super Rare,Lightning,Pokemon,a2b-82-pikachu-ex,120,Basic,,,[],,Fighting,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-083,A2b,83,Giratina ex,A2b,Shining Revelry,Super Rare,Psychic,Pokemon,a2b-83-giratina-ex,150,Basic,,,"[{""info"": ""Broken-Space Bellow"", ""effect"": ""Once during your turn, you may take a <span class=\""energy-text energy-text--type-psychic\""></span> Energy from your Energy Zone and attach it to this Pok\u00e9mon. If you use this Ability, your turn ends.""}]",,Darkness,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-084,A2b,84,Lucario ex,A2b,Shining Revelry,Super Rare,Fighting,Pokemon,a2b-84-lucario-ex,150,Stage 1,Riolu,,[],,Psychic,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-085,A2b,85,Paldean Clodsire ex,A2b,Shining Revelry,Super Rare,Darkness,Pokemon,a2b-85-paldean-clodsire-ex,160,Stage 1,Paldean Wooper,,[],,Fighting,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-086,A2b,86,Tinkaton ex,A2b,Shining Revelry,Super Rare,Metal,Pokemon,a2b-86-tinkaton-ex,170,Stage 2,Tinkatuff,,[],,Fire,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-087,A2b,87,Bibarel ex,A2b,Shining Revelry,Super Rare,Colorless,Pokemon,a2b-87-bibarel-ex,160,Stage 1,Bidoof,,[],,Fighting,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-088,A2b,88,Iono,A2b,Shining Revelry,Super Rare,,,a2b-88-iono,,,,,,,,,You may play only 1 Supporter card during your turn.
A2b-089,A2b,89,Pokémon Center Lady,A2b,Shining Revelry,Super Rare,,,a2b-89-pokemon-center-lady,,,,,,,,,You may play only 1 Supporter card during your turn.
A2b-090,A2b,90,Red,A2b,Shining Revelry,Super Rare,,,a2b-90-red,,,,,,,,,You may play only 1 Supporter card during your turn.
A2b-091,A2b,91,Team Rocket Grunt,A2b,Shining Revelry,Super Rare,,,a2b-91-team-rocket-grunt,,,,,,,,,You may play only 1 Supporter card during your turn.
A2b-092,A2b,92,Pikachu ex,A2b,Shining Revelry,Special Art Rare,Lightning,Pokemon,a2b-92-pikachu-ex,120,Basic,,,[],,Fighting,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-093,A2b,93,Paldean Clodsire ex,A2b,Shining Revelry,Special Art Rare,Darkness,Pokemon,a2b-93-paldean-clodsire-ex,160,Stage 1,Paldean Wooper,,[],,Fighting,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-094,A2b,94,Tinkaton ex,A2b,Shining Revelry,Special Art Rare,Metal,Pokemon,a2b-94-tinkaton-ex,170,Stage 2,Tinkatuff,,[],,Fire,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-095,A2b,95,Bibarel ex,A2b,Shining Revelry,Special Art Rare,Colorless,Pokemon,a2b-95-bibarel-ex,160,Stage 1,Bidoof,,[],,Fighting,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-096,A2b,96,Giratina ex,A2b,Shining Revelry,Immersive Rare,Psychic,Pokemon,a2b-96-giratina-ex,150,Basic,,,"[{""info"": ""Broken-Space Bellow"", ""effect"": ""Once during your turn, you may take a <span class=\""energy-text energy-text--type-psychic\""></span> Energy from your Energy Zone and attach it to this Pok\u00e9mon. If you use this Ability, your turn ends.""}]",,Darkness,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-097,A2b,97,Weedle,A2b,Shining Revelry,S,Grass,Pokemon,a2b-97-weedle,50,Basic,,,[],"Often found in forests and grasslands.<br />It has a sharp, toxic barb of around two inches<br />on top of its head.",Fire,1,
A2b-098,A2b,98,Kakuna,A2b,Shining Revelry,S,Grass,Pokemon,a2b-98-kakuna,80,Stage 1,Weedle,,[],"Almost incapable of moving, this Pokémon can only<br />harden its shell to protect itself when it is<br />in danger.",Fire,2,
A2b-099,A2b,99,Charmander,A2b,Shining Revelry,S,Fire,Pokemon,a2b-99-charmander,60,Basic,,,[],"It has a preference for hot things. When it rains,<br />steam is said to spout from the tip of its tail.",Water,1,
A2b-100,A2b,100,Charmeleon,A2b,Shining Revelry,S,Fire,Pokemon,a2b-100-charmeleon,90,Stage 1,Charmander,,[],"It has a barbaric nature. In battle, it whips its<br />fiery tail around and slashes away with sharp claws.",Water,2,
A2b-101,A2b,101,Wiglett,A2b,Shining Revelry,S,Water,Pokemon,a2b-101-wiglett,60,Basic,,,[],This Pokémon can pick up the scent of a Veluza<br />just over 65 feet away and will hide itself in<br />the sand.,Lightning,1,
A2b-102,A2b,102,Dondozo,A2b,Shining Revelry,S,Water,Pokemon,a2b-102-dondozo,120,Basic,,,[],"This Pokémon is a glutton, but it’s bad at getting<br />food. It teams up with a Tatsugiri to catch prey.",Lightning,3,
A2b-103,A2b,103,Pachirisu,A2b,Shining Revelry,S,Lightning,Pokemon,a2b-103-pachirisu,70,Basic,,,[],It’s one of the kinds of Pokémon with electric<br />cheek pouches. It shoots charges from its tail.,Fighting,1,
A2b-104,A2b,104,Riolu,A2b,Shining Revelry,S,Fighting,Pokemon,a2b-104-riolu,70,Basic,,,[],They communicate with one another using their<br />auras. They are able to run all through the night.,Psychic,1,
A2b-105,A2b,105,Varoom,A2b,Shining Revelry,S,Metal,Pokemon,a2b-105-varoom,70,Basic,,,[],It is said that this Pokémon was born when an<br />unknown poison Pokémon entered and inspirited<br />an engine left at a scrap-processing factory.,Fire,1,
A2b-106,A2b,106,Revavroom,A2b,Shining Revelry,S,Metal,Pokemon,a2b-106-revavroom,110,Stage 1,Varoom,,[],It creates a gas out of poison and minerals from<br />rocks. It then detonates the gas in its cylinders—<br />now numbering eight—to generate energy.,Fire,2,
A2b-107,A2b,107,Beedrill ex,A2b,Shining Revelry,SSR,Grass,Pokemon,a2b-107-beedrill-ex,170,Stage 2,Kakuna,,[],,Fire,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-108,A2b,108,Charizard ex,A2b,Shining Revelry,SSR,Fire,Pokemon,a2b-108-charizard-ex,180,Stage 2,Charmeleon,,[],,Water,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-109,A2b,109,Wugtrio ex,A2b,Shining Revelry,SSR,Water,Pokemon,a2b-109-wugtrio-ex,140,Stage 1,Wiglett,,[],,Lightning,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-110,A2b,110,Lucario ex,A2b,Shining Revelry,SSR,Fighting,Pokemon,a2b-110-lucario-ex,150,Stage 1,Riolu,,[],,Psychic,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-111,A2b,111,Poké Ball,A2b,Shining Revelry,Crown Rare,,,a2b-111-poke-ball,,,,,,,,,You may play any number of Item cards during your turn.
A2a-001,A2a,1,Heracross,A2a,Triumphant Light,Uncommon,Grass,Pokemon,a2a-1-heracross,100,Basic,,"[{""info"": ""{GCC} Single-Horn Throw 50+"", ""effect"": ""Flip 2 coins. If both of them are heads, this attack does 70 more damage.""}]",[],"It loves sweet nectar. To keep all the nectar to<br />itself, it hurls rivals away with its prized horn.",Fire,2,
A2a-002,A2a,2,Burmy,A2a,Triumphant Light,Common,Grass,Pokemon,a2a-2-burmy,50,Basic,,"[{""info"": ""{G} Ram 20"", ""effect"": """"}]",[],"To shelter itself from cold, wintry winds, it covers<br />itself with a cloak made of twigs and leaves.",Fire,1,
A2a-003,A2a,3,Mothim,A2a,Triumphant Light,Uncommon,Grass,Pokemon,a2a-3-mothim,90,Stage 1,Burmy,"[{""info"": ""{CC} Gust 50"", ""effect"": """"}]",[],It loves the honey of flowers and steals honey<br />collected by Combee.,Lightning,0,
A2a-004,A2a,4,Combee,A2a,Triumphant Light,Common,Grass,Pokemon,a2a-4-combee,50,Basic,,"[{""info"": ""{G} Bug Bite 20"", ""effect"": """"}]",[],"At night, Combee sleep in a group of about a<br />hundred, packed closely together in a lump.",Fire,1,
A2a-005,A2a,5,Vespiquen,A2a,Triumphant Light,Uncommon,Grass,Pokemon,a2a-5-vespiquen,100,Stage 1,Combee,"[{""info"": ""{GGG} Reckless Charge 120"", ""effect"": ""This Pok\u00e9mon also does 30 damage to itself.""}]",[],It houses its colony in cells in its body and<br />releases various pheromones to make those<br />grubs do its bidding.,Fire,2,
A2a-006,A2a,6,Cherubi,A2a,Triumphant Light,Common,Grass,Pokemon,a2a-6-cherubi,50,Basic,,"[{""info"": ""{G} Leafage 20"", ""effect"": """"}]",[],"It nimbly dashes about to avoid getting pecked<br />by bird Pokémon that would love to make off<br />with its small, nutrient-rich storage ball.",Fire,1,
A2a-007,A2a,7,Cherrim,A2a,Triumphant Light,Uncommon,Grass,Pokemon,a2a-7-cherrim,80,Stage 1,Cherubi,"[{""info"": ""{G} Worry Seed 40"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Confused.""}]",[],"As a bud, it barely moves. It sits still, placidly<br />waiting for sunlight to appear.",Fire,1,
A2a-008,A2a,8,Cherrim,A2a,Triumphant Light,Uncommon,Grass,Pokemon,a2a-8-cherrim,80,Stage 1,Cherubi,"[{""info"": ""{GG} Leech Seed 60"", ""effect"": ""Heal 20 damage from this Pok\u00e9mon.""}]",[],"After absorbing plenty of sunlight, Cherrim takes<br />this form. It’s full of energy while it’s like this,<br />and its liveliness will go on until sundown.",Fire,1,
A2a-009,A2a,9,Carnivine,A2a,Triumphant Light,Rare,Grass,Pokemon,a2a-9-carnivine,80,Basic,,"[{""info"": ""{G} Vine Whip 20"", ""effect"": """"}]","[{""info"": ""Power Link"", ""effect"": ""If you have Arceus or Arceus ex in play, attacks used by this Pok\u00e9mon do +30 damage to your opponent's Active Pok\u00e9mon.""}]","It attracts prey with its sweet-smelling saliva, then<br />chomps down. It takes a whole day to eat prey.",Fire,1,
A2a-010,A2a,10,Leafeon ex,A2a,Triumphant Light,Double Rare,Grass,Pokemon,a2a-10-leafeon-ex,140,Stage 1,Eevee,"[{""info"": ""{GCC} Solar Beam 70"", ""effect"": """"}]","[{""info"": ""Forest Breath"", ""effect"": ""Once during your turn, if this Pok\u00e9mon is in the Active Spot, you may take a {G} Energy from your Energy Zone and attach it to 1 of your {G} Pok\u00e9mon.""}]",,Fire,1,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A2a-011,A2a,11,Houndour,A2a,Triumphant Light,Common,Fire,Pokemon,a2a-11-houndour,60,Basic,,"[{""info"": ""{R} Flare 20"", ""effect"": """"}]",[],It is smart enough to hunt in packs. It uses a<br />variety of cries for communicating with others.,Water,1,
A2a-012,A2a,12,Houndoom,A2a,Triumphant Light,Uncommon,Fire,Pokemon,a2a-12-houndoom,100,Stage 1,Houndour,"[{""info"": ""{RC} Corner 60"", ""effect"": ""During your opponent's next turn, the Defending Pok\u00e9mon can't retreat.""}]",[],"If you are burned by the flames it shoots from its<br />mouth, the pain will never go away.",Water,2,
A2a-013,A2a,13,Heatran,A2a,Triumphant Light,Rare,Fire,Pokemon,a2a-13-heatran,110,Basic,,"[{""info"": ""{RR} Ragin\u2019 Mad Strike 40+"", ""effect"": ""If this Pok\u00e9mon has damage on it, this attack does 40 more damage.""}]","[{""info"": ""Speed Link"", ""effect"": ""If you have Arceus or Arceus ex in play, this Pok\u00e9mon has no Retreat Cost.""}]",It dwells in volcanic caves. It digs in with its<br />cross-shaped feet to crawl on ceilings and walls.,Water,3,
A2a-014,A2a,14,Marill,A2a,Triumphant Light,Common,Water,Pokemon,a2a-14-marill,60,Basic,,"[{""info"": ""{W} Water Gun 20"", ""effect"": """"}]",[],The fur on its body naturally repels water. It can<br />stay dry even when it plays in the water.,Lightning,1,
A2a-015,A2a,15,Azumarill,A2a,Triumphant Light,Common,Water,Pokemon,a2a-15-azumarill,100,Stage 1,Marill,"[{""info"": ""{WC} Waterfall 60"", ""effect"": """"}]",[],Its long ears are superb sensors. It can distinguish<br />the movements of things in water and tell what<br />they are.,Lightning,2,
